issue_year,issue_no,crop_group,level,kind,pest_name,target_crops,source_file
2023,6,과수,예보,해충,복숭아순나방,,6호_2023 농작물 병해충 발생정보(제6호).pdf
2023,6,과수,예보,해충,진딧물류,,6호_2023 농작물 병해충 발생정보(제6호).pdf
2023,6,과수,예보,해충,응애류,,6호_2023 농작물 병해충 발생정보(제6호).pdf
2023,6,과수,예보,해충,잎말이나방,,6호_2023 농작물 병해충 발생정보(제6호).pdf
2023,6,과수,예보,해충,감꼭지나방,,6호_2023 농작물 병해충 발생정보(제6호).pdf
2023,7,식량작물,주의보,해충,열대거세미나방,옥수수,7호_2023 농작물 병해충 발생정보(제7호).pdf
2023,7,식량작물,예보,병,감자역병,고랭지씨감자,7호_2023 농작물 병해충 발생정보(제7호).pdf
2023,7,식량작물,예보,해충,멸강나방,,7호_2023 농작물 병해충 발생정보(제7호).pdf
2023,7,식량작물,예보,해충,조명나방,,7호_2023 농작물 병해충 발생정보(제7호).pdf
2023,7,식량작물,예보,해충,벼물바구미,,7호_2023 농작물 병해충 발생정보(제7호).pdf
2023,7,식량작물,예보,병,잎도열병,,7호_2023 농작물 병해충 발생정보(제7호).pdf
2023,7,채소,주의보,미분류,역병,,7호_2023 농작물 병해충 발생정보(제7호).pdf
2023,7,채소,주의보,미분류,탄저병,,7호_2023 농작물 병해충 발생정보(제7호).pdf
2023,7,채소,주의보,미분류,바이러스병,고추,7호_2023 농작물 병해충 발생정보(제7호).pdf
2023,7,채소,예보,병,역병,,7호_2023 농작물 병해충 발생정보(제7호).pdf
2023,7,채소,예보,병,바이러스병,고추,7호_2023 농작물 병해충 발생정보(제7호).pdf
2023,7,채소,예보,병,덩굴마름병,"참외,수박",7호_2023 농작물 병해충 발생정보(제7호).pdf
2023,7,채소,예보,해충,총채벌레류,,7호_2023 농작물 병해충 발생정보(제7호).pdf
2023,7,채소,예보,해충,가루이류,,7호_2023 농작물 병해충 발생정보(제7호).pdf
2023,7,채소,예보,해충,진딧물류,,7호_2023 농작물 병해충 발생정보(제7호).pdf
2023,7,채소,예보,바이러스,토마토반점위조바이러스,"토마토,고추,파프리카등",7호_2023 농작물 병해충 발생정보(제7호).pdf
2023,7,과수,주의보,병,과수화상병,,7호_2023 농작물 병해충 발생정보(제7호).pdf
2023,7,과수,주의보,병,과수가지검은마름병,,7호_2023 농작물 병해충 발생정보(제7호).pdf
2023,7,과수,주의보,병,탄저병,,7호_2023 농작물 병해충 발생정보(제7호).pdf
2023,7,과수,주의보,해충,갈색날개매미충,,7호_2023 농작물 병해충 발생정보(제7호).pdf
2023,7,과수,주의보,해충,미국선녀벌레,,7호_2023 농작물 병해충 발생정보(제7호).pdf
2023,7,과수,주의보,해충,꽃매미,,7호_2023 농작물 병해충 발생정보(제7호).pdf
2023,7,과수,주의보,해충,매미나방,,7호_2023 농작물 병해충 발생정보(제7호).pdf
2023,7,과수,예보,병,세균구멍병‧잿빛무늬병,복숭아,7호_2023 농작물 병해충 발생정보(제7호).pdf
2023,7,과수,예보,병,배검은별무늬병,,7호_2023 농작물 병해충 발생정보(제7호).pdf
2023,7,과수,예보,병,참다래궤양병,,7호_2023 농작물 병해충 발생정보(제7호).pdf
2023,7,과수,예보,병,포도새눈무늬병,,7호_2023 농작물 병해충 발생정보(제7호).pdf
2023,7,과수,예보,해충,잎말이나방,,7호_2023 농작물 병해충 발생정보(제7호).pdf
2023,7,과수,예보,해충,감꼭지나방,,7호_2023 농작물 병해충 발생정보(제7호).pdf
2023,7,과수,예보,해충,복숭아순나방,,7호_2023 농작물 병해충 발생정보(제7호).pdf
2023,7,과수,예보,해충,복숭아심식나방,,7호_2023 농작물 병해충 발생정보(제7호).pdf
2023,8,식량작물,주의보,해충,열대거세미나방,옥수수,8호_2023 농작물 병해충 발생정보(제8호).pdf
2023,8,식량작물,예보,병,감자역병,고랭지씨감자,8호_2023 농작물 병해충 발생정보(제8호).pdf
2023,8,식량작물,예보,병,잎도열병,,8호_2023 농작물 병해충 발생정보(제8호).pdf
2023,8,식량작물,예보,해충,먹노린재,,8호_2023 농작물 병해충 발생정보(제8호).pdf
2023,8,식량작물,예보,해충,멸강나방,,8호_2023 농작물 병해충 발생정보(제8호).pdf
2023,8,식량작물,예보,해충,벼물바구미,,8호_2023 농작물 병해충 발생정보(제8호).pdf
2023,8,식량작물,예보,해충,멸구류,,8호_2023 농작물 병해충 발생정보(제8호).pdf
2023,8,식량작물,예보,해충,혹명나방,,8호_2023 농작물 병해충 발생정보(제8호).pdf
2023,8,식량작물,예보,해충,애멸구,,8호_2023 농작물 병해충 발생정보(제8호).pdf
2023,8,채소,주의보,미분류,담배나방,,8호_2023 농작물 병해충 발생정보(제8호).pdf
2023,8,채소,주의보,미분류,파밤나방,,8호_2023 농작물 병해충 발생정보(제8호).pdf
2023,8,채소,주의보,미분류,역병,,8호_2023 농작물 병해충 발생정보(제8호).pdf
2023,8,채소,주의보,미분류,탄저병,,8호_2023 농작물 병해충 발생정보(제8호).pdf
2023,8,채소,주의보,미분류,바이러스병,고추,8호_2023 농작물 병해충 발생정보(제8호).pdf
2023,8,채소,예보,병,덩굴마름병,"참외,수박",8호_2023 농작물 병해충 발생정보(제8호).pdf
2023,8,채소,예보,해충,총채벌레류,,8호_2023 농작물 병해충 발생정보(제8호).pdf
2023,8,채소,예보,해충,가루이류,,8호_2023 농작물 병해충 발생정보(제8호).pdf
2023,8,채소,예보,해충,진딧물류,,8호_2023 농작물 병해충 발생정보(제8호).pdf
2023,8,채소,예보,바이러스,토마토반점위조바이러스,"토마토,고추,파프리카등",8호_2023 농작물 병해충 발생정보(제8호).pdf
2023,8,과수,주의보,병,과수화상병,,8호_2023 농작물 병해충 발생정보(제8호).pdf
2023,8,과수,주의보,병,과수가지검은마름병,,8호_2023 농작물 병해충 발생정보(제8호).pdf
2023,8,과수,주의보,병,탄저병,,8호_2023 농작물 병해충 발생정보(제8호).pdf
2023,8,과수,주의보,병,복숭아세균,,8호_2023 농작물 병해충 발생정보(제8호).pdf
2023,8,과수,주의보,해충,갈색날개매미충,,8호_2023 농작물 병해충 발생정보(제8호).pdf
2023,8,과수,주의보,해충,미국선녀벌레,,8호_2023 농작물 병해충 발생정보(제8호).pdf
2023,8,과수,주의보,해충,꽃매미,,8호_2023 농작물 병해충 발생정보(제8호).pdf
2023,8,과수,주의보,해충,복숭아심식나방,,8호_2023 농작물 병해충 발생정보(제8호).pdf
2023,8,과수,예보,병,잿빛무늬병,,8호_2023 농작물 병해충 발생정보(제8호).pdf
2023,8,과수,예보,병,포도새눈무늬병,,8호_2023 농작물 병해충 발생정보(제8호).pdf
2023,8,과수,예보,병,참다래궤양병,,8호_2023 농작물 병해충 발생정보(제8호).pdf
2023,8,과수,예보,해충,복숭아순나방,,8호_2023 농작물 병해충 발생정보(제8호).pdf
2023,8,과수,예보,해충,잎말이나방,,8호_2023 농작물 병해충 발생정보(제8호).pdf
2023,8,과수,예보,해충,감꼭지나방,,8호_2023 농작물 병해충 발생정보(제8호).pdf
2023,9,식량작물,주의보,해충,열대거세미나방,옥수수,9호_2023 농작물 병해충 발생정보(제9호).pdf
2023,9,식량작물,주의보,해충,멸강나방,옥수수,9호_2023 농작물 병해충 발생정보(제9호).pdf
2023,9,식량작물,주의보,해충,혹명나방,,9호_2023 농작물 병해충 발생정보(제9호).pdf
2023,9,식량작물,주의보,해충,멸구류,,9호_2023 농작물 병해충 발생정보(제9호).pdf
2023,9,채소,주의보,해충,담배나방,고추,9호_2023 농작물 병해충 발생정보(제9호).pdf
2023,9,채소,주의보,병,역병‧탄저병‧바이러스병,채소,9호_2023 농작물 병해충 발생정보(제9호).pdf
2023,9,채소,주의보,병,고랭지무,,9호_2023 농작물 병해충 발생정보(제9호).pdf
2023,9,채소,주의보,병,배추무름병,,9호_2023 농작물 병해충 발생정보(제9호).pdf
2023,9,채소,주의보,병,뿌리혹병,,9호_2023 농작물 병해충 발생정보(제9호).pdf
2023,9,채소,예보,해충,진딧물류,,9호_2023 농작물 병해충 발생정보(제9호).pdf
2023,9,채소,예보,해충,총채벌레,,9호_2023 농작물 병해충 발생정보(제9호).pdf
2023,9,채소,예보,해충,응애류,,9호_2023 농작물 병해충 발생정보(제9호).pdf
2023,9,채소,예보,해충,가루이류,,9호_2023 농작물 병해충 발생정보(제9호).pdf
2023,9,과수,주의보,병,과수화상병,,9호_2023 농작물 병해충 발생정보(제9호).pdf
2023,9,과수,주의보,병,과수가지검은마름병,,9호_2023 농작물 병해충 발생정보(제9호).pdf
2023,9,과수,주의보,병,사과탄저병,,9호_2023 농작물 병해충 발생정보(제9호).pdf
2023,9,과수,주의보,병,사과갈색무늬병,,9호_2023 농작물 병해충 발생정보(제9호).pdf
2023,9,과수,주의보,해충,복숭아심식나방,,9호_2023 농작물 병해충 발생정보(제9호).pdf
2023,9,과수,주의보,해충,복숭아순나방,,9호_2023 농작물 병해충 발생정보(제9호).pdf
2023,9,과수,주의보,해충,갈색날개매미충,,9호_2023 농작물 병해충 발생정보(제9호).pdf
2023,9,과수,주의보,해충,미국선녀벌레,,9호_2023 농작물 병해충 발생정보(제9호).pdf
2023,9,과수,주의보,해충,꽃매미,,9호_2023 농작물 병해충 발생정보(제9호).pdf
2023,9,과수,예보,병,점무늬낙엽병,,9호_2023 농작물 병해충 발생정보(제9호).pdf
2023,9,과수,예보,병,포도새눈무늬병,,9호_2023 농작물 병해충 발생정보(제9호).pdf
2023,9,과수,예보,병,갈색무늬병,,9호_2023 농작물 병해충 발생정보(제9호).pdf
2023,9,과수,예보,병,노균병,,9호_2023 농작물 병해충 발생정보(제9호).pdf
2023,9,과수,예보,해충,응애류,,9호_2023 농작물 병해충 발생정보(제9호).pdf
2023,9,과수,예보,해충,노린재류,,9호_2023 농작물 병해충 발생정보(제9호).pdf
2024,10,식량작물,주의보,병,이삭도열병,,10호_2024 농작물 병해충 발생정보(제10호) vf.pdf
2024,10,식량작물,주의보,병,잎집무늬마름병,,10호_2024 농작물 병해충 발생정보(제10호) vf.pdf
2024,10,식량작물,주의보,병,흰잎마름병,,10호_2024 농작물 병해충 발생정보(제10호) vf.pdf
2024,10,식량작물,주의보,병,세균벼알마름병,,10호_2024 농작물 병해충 발생정보(제10호) vf.pdf
2024,10,식량작물,주의보,해충,혹명나방,,10호_2024 농작물 병해충 발생정보(제10호) vf.pdf
2024,10,식량작물,주의보,해충,벼멸구,,10호_2024 농작물 병해충 발생정보(제10호) vf.pdf
2024,10,식량작물,주의보,해충,흰등멸구,,10호_2024 농작물 병해충 발생정보(제10호) vf.pdf
2024,10,식량작물,주의보,해충,열대거세미나방,,10호_2024 농작물 병해충 발생정보(제10호) vf.pdf
2024,10,식량작물,주의보,해충,먹노린재,,10호_2024 농작물 병해충 발생정보(제10호) vf.pdf
2024,10,채소,주의보,병,역병‧탄저병‧바이러스,,10호_2024 농작물 병해충 발생정보(제10호) vf.pdf
2024,10,채소,주의보,병,고랭지무,,10호_2024 농작물 병해충 발생정보(제10호) vf.pdf
2024,10,채소,주의보,병,배추무름병,,10호_2024 농작물 병해충 발생정보(제10호) vf.pdf
2024,10,채소,주의보,병,뿌리혹병,,10호_2024 농작물 병해충 발생정보(제10호) vf.pdf
2024,10,채소,주의보,해충,담배나방,,10호_2024 농작물 병해충 발생정보(제10호) vf.pdf
2024,10,채소,주의보,해충,파밤나방,,10호_2024 농작물 병해충 발생정보(제10호) vf.pdf
2024,10,과수,경보,병,탄저병,,10호_2024 농작물 병해충 발생정보(제10호) vf.pdf
2024,10,과수,주의보,병,과수화상병,,10호_2024 농작물 병해충 발생정보(제10호) vf.pdf
2024,10,과수,주의보,병,과수가지검은마름병,,10호_2024 농작물 병해충 발생정보(제10호) vf.pdf
2024,10,과수,주의보,병,사과갈색무늬병,,10호_2024 농작물 병해충 발생정보(제10호) vf.pdf
2024,10,과수,주의보,병,점무늬낙엽병,,10호_2024 농작물 병해충 발생정보(제10호) vf.pdf
2024,10,과수,주의보,해충,복숭아순나방,,10호_2024 농작물 병해충 발생정보(제10호) vf.pdf
2024,10,과수,주의보,해충,복숭아심식나방,,10호_2024 농작물 병해충 발생정보(제10호) vf.pdf
2024,10,과수,주의보,해충,갈색날개매미충,,10호_2024 농작물 병해충 발생정보(제10호) vf.pdf
2024,10,과수,주의보,해충,미국선녀벌레,,10호_2024 농작물 병해충 발생정보(제10호) vf.pdf
2024,10,과수,주의보,해충,꽃매미,,10호_2024 농작물 병해충 발생정보(제10호) vf.pdf
2024,11,식량작물,주의보,병,이삭도열병,,11호_2024 농작물 병해충 발생정보(제11호)vf.pdf
2024,11,식량작물,주의보,병,잎집무늬마름병,,11호_2024 농작물 병해충 발생정보(제11호)vf.pdf
2024,11,식량작물,주의보,병,흰잎마름병,,11호_2024 농작물 병해충 발생정보(제11호)vf.pdf
2024,11,식량작물,주의보,병,세균벼알마름병,,11호_2024 농작물 병해충 발생정보(제11호)vf.pdf
2024,11,식량작물,주의보,해충,혹명나방,,11호_2024 농작물 병해충 발생정보(제11호)vf.pdf
2024,11,식량작물,주의보,해충,흰등멸구,,11호_2024 농작물 병해충 발생정보(제11호)vf.pdf
2024,11,식량작물,주의보,해충,열대거세미나방,,11호_2024 농작물 병해충 발생정보(제11호)vf.pdf
2024,11,식량작물,예보,해충,먹노린재,,11호_2024 농작물 병해충 발생정보(제11호)vf.pdf
2024,11,식량작물,예보,해충,벼멸구,,11호_2024 농작물 병해충 발생정보(제11호)vf.pdf
2024,11,채소,주의보,병,고랭지무,,11호_2024 농작물 병해충 발생정보(제11호)vf.pdf
2024,11,채소,주의보,병,배추무름병,,11호_2024 농작물 병해충 발생정보(제11호)vf.pdf
2024,11,채소,주의보,병,뿌리혹병,,11호_2024 농작물 병해충 발생정보(제11호)vf.pdf
2024,11,채소,주의보,병,바이러스,,11호_2024 농작물 병해충 발생정보(제11호)vf.pdf
2024,11,채소,주의보,병,역병,,11호_2024 농작물 병해충 발생정보(제11호)vf.pdf
2024,11,채소,주의보,병,탄저병,,11호_2024 농작물 병해충 발생정보(제11호)vf.pdf
2024,11,채소,주의보,해충,고추담배나방,,11호_2024 농작물 병해충 발생정보(제11호)vf.pdf
2024,11,채소,주의보,해충,파밤나방,,11호_2024 농작물 병해충 발생정보(제11호)vf.pdf
2024,11,채소,예보,해충,총채벌레류,,11호_2024 농작물 병해충 발생정보(제11호)vf.pdf
2024,11,채소,예보,해충,응애류,,11호_2024 농작물 병해충 발생정보(제11호)vf.pdf
2024,11,채소,예보,해충,가루이류,,11호_2024 농작물 병해충 발생정보(제11호)vf.pdf
2024,11,채소,예보,해충,진딧물류,,11호_2024 농작물 병해충 발생정보(제11호)vf.pdf
2024,11,과수,경보,병,탄저병,,11호_2024 농작물 병해충 발생정보(제11호)vf.pdf
2024,11,과수,주의보,병,과수화상병,,11호_2024 농작물 병해충 발생정보(제11호)vf.pdf
2024,11,과수,주의보,병,과수가지검은마름병,,11호_2024 농작물 병해충 발생정보(제11호)vf.pdf
2024,11,과수,주의보,병,점무늬낙엽병,,11호_2024 농작물 병해충 발생정보(제11호)vf.pdf
2024,11,과수,주의보,병,사과갈색무늬,,11호_2024 농작물 병해충 발생정보(제11호)vf.pdf
2024,11,과수,주의보,해충,복숭아심식나방,,11호_2024 농작물 병해충 발생정보(제11호)vf.pdf
2024,11,과수,주의보,해충,복숭아순나방,,11호_2024 농작물 병해충 발생정보(제11호)vf.pdf
2024,11,과수,주의보,해충,갈색날개매미충,,11호_2024 농작물 병해충 발생정보(제11호)vf.pdf
2024,11,과수,주의보,해충,미국선녀벌레,,11호_2024 농작물 병해충 발생정보(제11호)vf.pdf
2024,11,과수,주의보,해충,꽃매미,,11호_2024 농작물 병해충 발생정보(제11호)vf.pdf
2024,11,과수,예보,병,포도새눈무늬병,,11호_2024 농작물 병해충 발생정보(제11호)vf.pdf
2024,11,과수,예보,병,갈색무늬병,,11호_2024 농작물 병해충 발생정보(제11호)vf.pdf
2024,11,과수,예보,해충,응애류,,11호_2024 농작물 병해충 발생정보(제11호)vf.pdf
2024,11,과수,예보,해충,노린재류,,11호_2024 농작물 병해충 발생정보(제11호)vf.pdf
2024,12,식량작물,주의보,병,흰잎마름병,,12호_2024 농작물 병해충 발생정보(제12호)vF.pdf
2024,12,식량작물,주의보,병,세균벼알마름병,,12호_2024 농작물 병해충 발생정보(제12호)vF.pdf
2024,12,식량작물,주의보,병,깨씨무늬병,,12호_2024 농작물 병해충 발생정보(제12호)vF.pdf
2024,12,식량작물,주의보,병,잎집무늬마름병,,12호_2024 농작물 병해충 발생정보(제12호)vF.pdf
2024,12,식량작물,주의보,병,이삭도열병,,12호_2024 농작물 병해충 발생정보(제12호)vF.pdf
2024,12,식량작물,주의보,해충,혹명나방,,12호_2024 농작물 병해충 발생정보(제12호)vF.pdf
2024,12,식량작물,주의보,해충,흰등멸구,,12호_2024 농작물 병해충 발생정보(제12호)vF.pdf
2024,12,식량작물,주의보,해충,벼멸구,,12호_2024 농작물 병해충 발생정보(제12호)vF.pdf
2024,12,식량작물,주의보,해충,열대거세미나방,,12호_2024 농작물 병해충 발생정보(제12호)vF.pdf
2024,12,식량작물,예보,해충,노린재,,12호_2024 농작물 병해충 발생정보(제12호)vF.pdf
2024,12,채소,주의보,병,바이러스‧역병‧탄저병,,12호_2024 농작물 병해충 발생정보(제12호)vF.pdf
2024,12,채소,주의보,병,고랭지무,,12호_2024 농작물 병해충 발생정보(제12호)vF.pdf
2024,12,채소,주의보,병,배추무름병,,12호_2024 농작물 병해충 발생정보(제12호)vF.pdf
2024,12,채소,주의보,병,뿌리혹병,,12호_2024 농작물 병해충 발생정보(제12호)vF.pdf
2024,12,채소,주의보,해충,고추담배나방,,12호_2024 농작물 병해충 발생정보(제12호)vF.pdf
2024,12,채소,예보,해충,총채벌레,,12호_2024 농작물 병해충 발생정보(제12호)vF.pdf
2024,12,채소,예보,해충,응애류,,12호_2024 농작물 병해충 발생정보(제12호)vF.pdf
2024,12,채소,예보,해충,가루이류,,12호_2024 농작물 병해충 발생정보(제12호)vF.pdf
2024,12,채소,예보,해충,진딧물류,,12호_2024 농작물 병해충 발생정보(제12호)vF.pdf
2024,12,과수,주의보,병,탄저병,,12호_2024 농작물 병해충 발생정보(제12호)vF.pdf
2024,12,과수,주의보,병,과수화상병,,12호_2024 농작물 병해충 발생정보(제12호)vF.pdf
2024,12,과수,주의보,병,점무늬낙엽병,,12호_2024 농작물 병해충 발생정보(제12호)vF.pdf
2024,12,과수,주의보,병,포도노균병,,12호_2024 농작물 병해충 발생정보(제12호)vF.pdf
2024,12,과수,주의보,해충,복숭아순나방,,12호_2024 농작물 병해충 발생정보(제12호)vF.pdf
2024,12,과수,주의보,해충,복숭아심식나방,,12호_2024 농작물 병해충 발생정보(제12호)vF.pdf
2024,12,과수,예보,병,포도새눈무늬병,,12호_2024 농작물 병해충 발생정보(제12호)vF.pdf
2024,12,과수,예보,병,갈색무늬병,,12호_2024 농작물 병해충 발생정보(제12호)vF.pdf
2024,12,과수,예보,해충,응애류,,12호_2024 농작물 병해충 발생정보(제12호)vF.pdf
2024,12,과수,예보,해충,노린재류,,12호_2024 농작물 병해충 발생정보(제12호)vF.pdf
2024,13,식량작물,주의보,해충,벼멸구,,13호_2024 농작물 병해충 발생정보(제13호)vf.pdf
2024,13,식량작물,예보,병,붉은곰팡이병,,13호_2024 농작물 병해충 발생정보(제13호)vf.pdf
2024,13,식량작물,예보,병,깜부기병,종자소독,13호_2024 농작물 병해충 발생정보(제13호)vf.pdf
2024,13,채소,주의보,병,배추뿌리혹병,,13호_2024 농작물 병해충 발생정보(제13호)vf.pdf
2024,13,채소,주의보,병,노균병,,13호_2024 농작물 병해충 발생정보(제13호)vf.pdf
2024,13,채소,주의보,병,바이러스,,13호_2024 농작물 병해충 발생정보(제13호)vf.pdf
2024,13,채소,예보,해충,파밤나방,,13호_2024 농작물 병해충 발생정보(제13호)vf.pdf
2024,13,채소,예보,해충,담배거세미나방,,13호_2024 농작물 병해충 발생정보(제13호)vf.pdf
2024,13,채소,예보,해충,목화바둑명나방,,13호_2024 농작물 병해충 발생정보(제13호)vf.pdf
2024,13,채소,예보,해충,시설채소총채벌레,,13호_2024 농작물 병해충 발생정보(제13호)vf.pdf
2024,13,채소,예보,해충,응애,,13호_2024 농작물 병해충 발생정보(제13호)vf.pdf
2024,13,채소,예보,해충,진딧물,,13호_2024 농작물 병해충 발생정보(제13호)vf.pdf
2024,13,채소,예보,해충,작은뿌리파리,,13호_2024 농작물 병해충 발생정보(제13호)vf.pdf
2024,13,과수,주의보,병,과수화상병,,13호_2024 농작물 병해충 발생정보(제13호)vf.pdf
2024,13,과수,주의보,병,탄저병,,13호_2024 농작물 병해충 발생정보(제13호)vf.pdf
2024,13,과수,주의보,해충,미국선녀벌레,,13호_2024 농작물 병해충 발생정보(제13호)vf.pdf
2024,13,과수,주의보,해충,갈색날개매미충,,13호_2024 농작물 병해충 발생정보(제13호)vf.pdf
2024,13,과수,주의보,해충,꽃매미,,13호_2024 농작물 병해충 발생정보(제13호)vf.pdf
2024,13,과수,예보,해충,노린재류,,13호_2024 농작물 병해충 발생정보(제13호)vf.pdf
2024,13,과수,예보,해충,주경배나무이,,13호_2024 농작물 병해충 발생정보(제13호)vf.pdf
2024,14,식량작물,예보,병,붉은곰팡이병,,14호_2024 농작물 병해충 발생정보(제14호) vf.pdf
2024,14,식량작물,예보,병,깜부기병,종자소독,14호_2024 농작물 병해충 발생정보(제14호) vf.pdf
2024,14,채소,주의보,병,배추뿌리혹병,,14호_2024 농작물 병해충 발생정보(제14호) vf.pdf
2024,14,채소,주의보,병,무름병,,14호_2024 농작물 병해충 발생정보(제14호) vf.pdf
2024,14,채소,주의보,해충,토마토뿔나방,,14호_2024 농작물 병해충 발생정보(제14호) vf.pdf
2024,14,채소,예보,병,흰가루병,,14호_2024 농작물 병해충 발생정보(제14호) vf.pdf
2024,14,채소,예보,병,잿빛곰팡이병,,14호_2024 농작물 병해충 발생정보(제14호) vf.pdf
2024,14,채소,예보,병,노균병,,14호_2024 농작물 병해충 발생정보(제14호) vf.pdf
2024,14,채소,예보,병,토마토반점위조바이러스,,14호_2024 농작물 병해충 발생정보(제14호) vf.pdf
2024,14,채소,예보,병,토마토황화잎말림병,,14호_2024 농작물 병해충 발생정보(제14호) vf.pdf
2024,14,채소,예보,병,당근검은잎마름병,,14호_2024 농작물 병해충 발생정보(제14호) vf.pdf
2024,14,채소,예보,해충,총채벌레류,,14호_2024 농작물 병해충 발생정보(제14호) vf.pdf
2024,14,채소,예보,해충,가루이류,,14호_2024 농작물 병해충 발생정보(제14호) vf.pdf
2024,14,채소,예보,해충,진딧물류,,14호_2024 농작물 병해충 발생정보(제14호) vf.pdf
2024,14,채소,예보,해충,응애류,,14호_2024 농작물 병해충 발생정보(제14호) vf.pdf
2024,14,채소,예보,해충,작은뿌리파리,,14호_2024 농작물 병해충 발생정보(제14호) vf.pdf
2024,14,과수,주의보,병,과수화상병,,14호_2024 농작물 병해충 발생정보(제14호) vf.pdf
2024,14,과수,주의보,병,탄저병,,14호_2024 농작물 병해충 발생정보(제14호) vf.pdf
2024,15,시설채소,예보,병,잿빛곰팡이병,,15호_2024 농작물 병해충 발생정보(제15호) vf.pdf
2024,15,시설채소,예보,병,균핵병,,15호_2024 농작물 병해충 발생정보(제15호) vf.pdf
2024,15,시설채소,예보,병,흰가루병,,15호_2024 농작물 병해충 발생정보(제15호) vf.pdf
2024,15,시설채소,예보,병,노균병,,15호_2024 농작물 병해충 발생정보(제15호) vf.pdf
2024,15,시설채소,예보,병,딸기꽃곰팡이병,,15호_2024 농작물 병해충 발생정보(제15호) vf.pdf
2024,15,시설채소,예보,병,딸기세균모무늬병,,15호_2024 농작물 병해충 발생정보(제15호) vf.pdf
2024,15,시설채소,예보,바이러스,토마토반점위조바이러스,,15호_2024 농작물 병해충 발생정보(제15호) vf.pdf
2024,15,시설채소,예보,바이러스,토마토황화잎말림병,,15호_2024 농작물 병해충 발생정보(제15호) vf.pdf
2024,15,시설채소,예보,바이러스,쥬키니황화모자이크바이러스,,15호_2024 농작물 병해충 발생정보(제15호) vf.pdf
